Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
0603122;Wierzbica;lubelskie;chełmski;GW;Urząd Gminy Wierzbica;Wierzbica;22-150;Wierzbica;ul. Włodawska;1;(82);569-32-66;22;(82);569-32-22;Wójt;Andrzej;Chrząstowski;ugwierzbica@poczta.onet.pl;www.ugwierzbica.pl;9
0603142;Żmudź;lubelskie;chełmski;GW;Urząd Gminy Żmudź;Żmudź;22-114;Żmudź;Żmudź;2;(82);568-01-82;;(82);568-06-20;Wójt;Edyta;Niezgoda;urzad@zmudz.gmina.pl;www.zmudz.gmina.pl;9
0603152;Rejowiec;lubelskie;chełmski;GMW;Urząd Gminy Rejowiec;Rejowiec;22-360;Rejowiec;ul. Henryka Dąbrowskiego;1;(82);568-81-59;;(82);568-87-53;Burmistrz;Tadeusz;Górski;sekretariat@gmina.rejowiec.pl;www.gmina.rejowiec.pl;9
0604022;Dołhobyczów;lubelskie;hrubieszowski;GW;Urząd Gminy Dołhobyczów;Dołhobyczów;22-540;Dołhobyczów;ul. Spółdzielcza;2a;(84);653-25-24;;(84);653-25-24;Wójt;Grzegorz;Drewnik;sekretariat@dolhobyczow.pl;www.dolhobyczow.pl;9
0604032;Horodło;lubelskie;hrubieszowski;GW;Urząd Gminy Horodło;Horodło;22-523;Horodło;ul. Jurydyka;1;(84);651-54-47;;(84);651-54-43;Wójt;Krzysztof;Bożek;ug@horodlo.pl;www.horodlo.pl;9
0604042;Hrubieszów;lubelskie;hrubieszowski;GW;Urząd Gminy Hrubieszów;Hrubieszów;22-500;Hrubieszów;ul. Bolesława Prusa;8;(84);696-26-81;;(84);696-27-94;Wójt;Jan;Mołodecki;sekretariat@hrubieszow-gmina.pl;www.hrubieszow-gmina.pl;9
0604052;Mircze;lubelskie;hrubieszowski;GW;Urząd Gminy Mircze;Mircze;22-530;Mircze;ul. Kryłowska;20;(84);651-90-04;;(84);651-90-15;Wójt;Marta;Małyszek;gmina@mircze.pl;www.mircze.pl;9
0604062;Trzeszczany;lubelskie;hrubieszowski;GW;Urząd Gminy Trzeszczany;Trzeszczany;22-554;Trzeszczany;Trzeszczany Pierwsze;194;(84);657-50-59;;(84);657-50-23;Wójt;Stanisław;Czarnota;gmina@trzeszczany.pl;www.trzeszczany.pl;9
0604072;Uchanie;lubelskie;hrubieszowski;GW;Urząd Gminy Uchanie;Uchanie;22-510;Uchanie;ul. Partyzantów;1;(84);657-72-66;;(84);657-71-22;Wójt;Maria;Gumieniak;sekretariat@uchanie.eurzad.eu;www.uchanie.pl;9
0604082;Werbkowice;lubelskie;hrubieszowski;GW;Urząd Gminy Werbkowice;Werbkowice;22-550;Werbkowice;ul. Zamojska;1;(84);657-20-05;;(84);657-20-80;Wójt;Lech Franciszek;Bojko;ug@werbkowice.pl;www.werbkowice.pl;9
0605022;Chrzanów;lubelskie;janowski;GW;Urząd Gminy Chrzanów;Chrzanów;23-305;Chrzanów;Chrzanów Trzeci;112;(15);875-51-32;;(15);875-51-33;Wójt;Czesław;Jaworski;gmina@chrzanow.eurzad.eu;http://www.chrzanow.org.pl/;9
0605032;Dzwola;lubelskie;janowski;GW;Urząd Gminy Dzwola;Dzwola;23-304;Dzwola;Dzwola;168;(15);875-22-15;;(15);875-22-15;Wójt;Stanisław;Rożek;ugdzwola@mbnet.pl;www.dzwola.lubelskie.pl;9
0605042;Godziszów;lubelskie;janowski;GW;Urząd Gminy Godziszów;Godziszów;23-302;Godziszów;Godziszów Trzeci;121A;(15);871-00-02;11;(15);871-11-10;Wójt;Józef;Zbytniewski;sekretariat@godziszow.pl;www.godziszow.pl;9
0605072;Potok Wielki;lubelskie;janowski;GW;Urząd Gminy Potok Wielki;Potok Wielki;23-313;Potok Wielki;Potok Wielki;106;(15);874-02-04;;(15);874-02-04;Wójt;Jerzy Piotr;Pietrzyk;gmina@potokwielki.pl;www.potokwielki.pl;9
0606022;Fajsławice;lubelskie;krasnostawski;GW;Urząd Gminy Fajsławice;Fajsławice;21-060;Fajsławice;Fajsławice;107;(81);585-30-02;;(81);585-30-02;Wójt;Tadeusz;Chruściel;sekretariat@fajslawice.eu;http://www.fajslawice.eu/;9
0606032;Gorzków;lubelskie;krasnostawski;GW;Urząd Gminy Gorzków;Gorzków;22-315;Gorzków;ul. Główna;9;(84);683-81-56;;(84);683-81-11;Wójt;Marek;Kasprzak;gmina@gorzkow.eu;www.gorzkow.eu;9
0606042;Izbica;lubelskie;krasnostawski;GW;Urząd Gminy Izbica;Izbica;22-375;Izbica;ul. Gminna;4;(84);618-30-34;;(84);618-30-49;Wójt;Jerzy;Lewczuk;ugizbica@mbnet.pl;www.izbica.ug.mbnet.pl;9
0606052;Krasnystaw;lubelskie;krasnostawski;GW;Urząd Gminy Krasnystaw;Krasnystaw;22-300;Krasnystaw;ul. M. Konopnickiej;4;(82);576-37-53;;(82);576-30-46;Wójt;Janusz;Korczyński;wojt@krasnystaw.ug.gov.pl;www.krasnystaw.ug.gov.pl;9
0606062;Kraśniczyn;lubelskie;krasnostawski;GW;Urząd Gminy Kraśniczyn;Kraśniczyn;22-310;Kraśniczyn;ul. Kościuszki;21;(82);577-55-11;20;(82);577-55-72;Wójt;Małgorzata;Sapiecha;krasniczyn@op.pl;www.krasniczyn.eurzad.eu;9
0606072;Łopiennik Górny;lubelskie;krasnostawski;GW;Urząd Gminy Łopiennik Górny;Łopiennik Górny;22-351;Łopiennik Górny;Łopiennik Górny;1;(82);577-30-04;;(82);577-30-10;Wójt;Jan;Kuchta;urzad@lopiennikgorny.pl;www.lopiennikgorny.netbip.pl;9
0606092;Rudnik;lubelskie;krasnostawski;GW;Urząd Gminy Rudnik;Rudnik;22-330;Rudnik;Rudnik;71;(84);684-11-23;;(84);684-11-23;Wójt;Tadeusz;Zdunek;urzad@rudnik.gmina.pl;http://www.rudnik.gmina.pl/index.php?id=4;9
0606102;Siennica Różana;lubelskie;krasnostawski;GW;Urząd Gminy Siennica Różana;Siennica Różana;22-304;Siennica Różana;Siennica Różana;265 A;(82);575-92-81;;(82);575-99-00;Wójt;Leszek Waldemar;Proskura;siennicarozana@gmail.com;www.siennica.pl;9
0606112;Żółkiewka;lubelskie;krasnostawski;GW;Urząd Gminy Żółkiewka;Żółkiewka;22-335;Żółkiewka;ul. Hetmana Żółkiewskiego;2;(84);683-16-76;;(84);683-17-24;Wójt;Jacek;Lis;sekretariat@zolkiewka.pl;www.zolkiewka.pl;9
0607023;Annopol;lubelskie;kraśnicki;GMW;Urząd Miejski w Annopolu;Annopol;23-235;Annopol;Rynek;1;(15);861-30-63;;(15);861-30-61;Burmistrz;Wiesław;Liwiński;sekretariat@annopol.eurzad.eu;www.annopol.lubelskie.pl;9
0607032;Dzierzkowice;lubelskie;kraśnicki;GW;Urząd Gminy Dzierzkowice;Dzierzkowice;23-251;Dzierzkowice;Terpentyna;1;(81);822-10-06;;(81);822-15-00;Wójt;Marcin;Gąsiorowski;urzadgminy@dzierzkowice.pl;www.dzierzkowice.pl;9
0607042;Gościeradów;lubelskie;kraśnicki;GW;Urząd Gminy Gościeradów;Gościeradów Ukazowy;23-275;Gościeradów;Gościeradów;61;(15);838-11-05;;(15);838-11-40;Wójt;Mariusz;Szczepanik;poczta@goscieradow.pl;www.goscieradow.pl;9
0607052;Kraśnik;lubelskie;kraśnicki;GW;Urząd Gminy Kraśnik;Kraśnik;23-200;Kraśnik;ul. Kościuszki;24;(81);884-34-27;;(81);884-37-87;Wójt;Mirosław;Chapski;sekretariat@gminakrasnik.pl;http://www.gminakrasnik.pl/;9
0607062;Szastarka;lubelskie;kraśnicki;GW;Urząd Gminy Szastarka;Szastarka;23-225;Szastarka;Szastarka;121;(15);871-41-45;;(15);871-41-30;Wójt;Artur;Jaskowski;szastarka@bazagmin.pl;www.gminaszastarka.pl;9
0607072;Trzydnik Duży;lubelskie;kraśnicki;GW;Urząd Gminy Trzydnik Duży;Trzydnik Duży;23-230;Trzydnik Duży;Trzydnik Duży;59A;(15);873-18-79;;(15);873-18-21;Wójt;Franciszek;Kwiecień;ugtrzydnik@ops.pl;www.trzydnikduzy.pl;9
0607082;Urzędów;lubelskie;kraśnicki;GMW;Urząd Miejski w Urzędowie;Urzędów;23-250;Urzędów;Rynek;26;(81);822-50-30;;(81);822-51-50;Burmistrz;Jan ;Woźniak;gmina@urzedow.pl;www.urzedow.pl;9
0607092;Wilkołaz;lubelskie;kraśnicki;GW;Urząd Gminy Wilkołaz;Wilkołaz;23-212;Wilkołaz;Wilkołaz Pierwszy;9;(81);821-20-01;;(81);821-26-95;Wójt;Paweł;Głąb;gmina@wilkolaz.pl;www.wilkolaz.lubelskie.pl;9
0607102;Zakrzówek;lubelskie;kraśnicki;GW;Urząd Gminy Zakrzówek;Zakrzówek;23-213;Zakrzówek;ul. Żeromskiego;24;(81);821-50-02;;(81);821-50-02;Wójt;Grzegorz;Lemiecha;gmina@zakrzówek.pl;www.zakrzowek.pl;9
0608082;Michów;lubelskie;lubartowski;GW;Urząd Gminy Michów;Michów;21-140;Michów;Rynek I;16;(81);856-60-01;;(81);856-60-01;Wójt;Janusz;Jankowski;sekretariat@michow.eurzad.eu;www.michow.lubelskie.pl;9
0609013;Bełżyce;lubelskie;lubelski;GMW;Urząd Miejski w Bełżycach;Bełżyce;24-200;Bełżyce;ul. Lubelska;3;(81);517-27-28;;(81);517-25-06;Burmistrz;Ryszard;Góra;gmina@belzyce.pl;www.site.belzyce.pl;9
0609042;Garbów;lubelskie;lubelski;GW;Urząd Gminy Garbów;Garbów;21-080;Garbów;Garbów;28;(81);501-80-63;;(81);501-80-70;Wójt;Kazimierz;Firlej;ug@garbow.pl;www.garbow.pl;9
0609102;Niedrzwica Duża;lubelskie;lubelski;GW;Urząd Gminy Niedrzwica Duża;Niedrzwica Duża;24-220;Niedrzwica Duża;ul. Lubelska;30;(81);517-50-85;;(81);5175085 wew. 28;Wójt;Adam;Kuna;info@niedrzwicaduza.pl;www.niedrzwicaduza.pl;9
0609132;Wojciechów;lubelskie;lubelski;GW;Urząd Gminy Wojciechów;Wojciechów;24-204;Wojciechów;Wojciechów;5;(81);517-73-53;;(81);517-76-65;Wójt;Jan;Czyżewski;info@wojciechow.pl;www.wojciechow.pl;9
0609152;Wysokie;lubelskie;lubelski;GW;Urząd Gminy Wysokie;Wysokie;23-145;Wysokie;ul. Nowa;1;(84);680-62-06;;(84);680-62-44;Wójt;Anna;Wojtas;ug@ugwysokie.lbl.pl;www.wysokie.lubelskie.pl;9
0609162;Zakrzew;lubelskie;lubelski;GW;Urząd Gminy Zakrzew;Zakrzew;23-155;Zakrzew;Zakrzew;26;(84);68-09-700;;(84);68-09-226;Wójt;Teodora;Zaręba;zakrzew@lubelskie.pl;http://www.zakrzew.lubelskie.pl;9
0611032;Adamów;lubelskie;łukowski;GW;Urząd Gminy Adamów;Adamów;21-412;Adamów;ul. gen. Franciszka Kleeberga;5;(25);755-31-67;;(25);755-31-67;Wójt;Sławomir;Skwarek;adamow@adamow.pl;www.adamow.eu;9
0611042;Krzywda;lubelskie;łukowski;GW;Urząd Gminy Krzywda;Krzywda;21-470;Krzywda;ul. Żelechowska;24B;(25);755-10-06;112;(25);755-10-61;Wójt;Jerzy;Kędra;sekretariat@gminakrzywda.pl;www.gminakrzywda.com;9
0611052;Łuków;lubelskie;łukowski;GW;Urząd Gminy Łuków;Łuków;21-400;Łuków;ul. Świderska;12;(25);798-24-39;;(25);798-24-39;Wójt;Mariusz;Osiak;sekretariat@lukow.ug.gov.pl;www.lukow.ug.gov.pl;9
0611072;Stanin;lubelskie;łukowski;GW;Urząd Gminy Stanin;Stanin;21-422;Stanin;Stanin;62;(25);798-11-04;;(25);798-11-18;Wójt;Krzysztof;Kazana;stanin@stanin.pl;www.stanin.pl;9
0611082;Stoczek Łukowski;lubelskie;łukowski;GW;Urząd Gminy Stoczek Łukowski;Stoczek Łukowski;21-450;Stoczek Łukowski;pl. T. Kościuszki;1;(25);797-00-47;;(25);797-00-47;Wójt;Marek Jan;Czub;gmina@stoczeklukowski.pl;www.stoczeklukowski.pl;9
0611092;Trzebieszów;lubelskie;łukowski;GW;Urząd Gminy Trzebieszów;Trzebieszów Drugi;21-404;Trzebieszów;Trzebieszów Drugi;89;(25);796-03-55;;(25);796-03-55;Wójt;Mirosław;Szekalis;sekretariat@trzebieszow.gmina.pl;www.trzebieszow.gmina.pl;9
0611102;Wojcieszków;lubelskie;łukowski;GW;Urząd Gminy Wojcieszków;Wojcieszków;21-411;Wojcieszków;ul. Kościelna;38;(25);755-41-01;;(25);755-41-01;Wójt;Janusz Tadeusz;Wylotek;urzad_gminy@wojcieszkow.pl;www.wojcieszkow.pl;9
0611112;Wola Mysłowska;lubelskie;łukowski;GW;Urząd Gminy Wola Mysłowska;Wola Mysłowska;21-426;Wola Mysłowska;Wola Mysłowska;57;(25);754-25-22;;(25);754-25-16;Wójt;Władysław;Mika;wola_myslowska@o2.pl;http://www.wolamyslowska.com.pl/;9
0612012;Chodel;lubelskie;opolski;GW;Urząd Gminy Chodel;Chodel;24-350;Chodel;Partyzantów;24;(81);827-73-12;;(81);827-73-11;Wójt;Jan;Majewski;sekretariat.chodel@eurzad.eu;www.chodel.gmina.pl;9
0612022;Józefów nad Wisłą;lubelskie;opolski;GW;Urząd Gminy Józefów nad Wisłą;Józefów nad Wisłą;24-340;Józefów nad Wisłą;ul. Opolska;33f;(81);828-83-20;;(81);828-50-70;Wójt;Grzegorz;Kapica;sekretariat@gminajozefow.pl;www.gminajozefow.pl;9
0612032;Karczmiska;lubelskie;opolski;GW;Urząd Gminy Karczmiska;Karczmiska;24-310;Karczmiska;ul. Centralna;17;(81);828-70-26;;(81);828-70-26;Wójt;Janusz;Goliszek;sekretariat@poczta.karczmiska.pl;www.karczmiska.lubelskie.pl;9
0612053;Opole Lubelskie;lubelskie;opolski;GMW;Urząd Miejski w Opolu Lubelskim;Opole Lubelskie;24-300;Opole Lubelskie;ul. Lubelska;4;(81);827-72-02;;(81);827-72-00;Burmistrz;Dariusz;Wróbel;sekretariat@opolelubelskie.pl;www.opolelubelskie.pl;9
0612072;Wilków;lubelskie;opolski;GW;Urząd Gminy Wilków;Wilków;24-313;Wilków;Wilków;62A;(81);828-10-02;;(81);828-13-79;Wójt;Joanna;Kowalska;wilkow@wilkow.eurzad.eu;www.wilkow.lubelskie.pl;9
0613022;Jabłoń;lubelskie;parczewski;GW;Urząd Gminy Jabłoń;Jabłoń;21-205;Jabłoń;ul. Augusta Zamojskiego;27;(83);356-00-06;;(83);356-00-13;Wójt;Dariusz;Łobejko;ugjablon@jablon.pl;www.jablon.pl;9
0613032;Milanów;lubelskie;parczewski;GW;Urząd Gminy Milanów;Milanów;21-210;Milanów;ul. Kościelna;11A;(83);356-70-02;;(83);356-70-02;Wójt;Paweł;Krępski;gmina@milanow.pl;www.milanow.pl;9
0613043;Parczew;lubelskie ;parczewski;GMW;Urząd Miejski w Parczewie;Parczew;21-200;Parczew;ul. Warszawska;24;(83);355-12-24;;(83);355-12-26;Burmistrz;Paweł;Kędracki;sekretariat@parczew.com;www.parczew.com;9
0613052;Podedwórze;lubelskie;parczewski;GW;Urząd Gminy Podedwórze;Podedwórze;21-222;Podedwórze;Podedwórze;44;(83);379-50-11;;(83);379-50-08;Wójt;Krzysztof Józef;Chilszczuk;ug@gmina-podedworze.pl;www.gmina-podedworze.pl;9
0613072;Sosnowica;lubelskie;parczewski;GW;Urząd Gminy Sosnowica;Sosnowica;21-230;Sosnowica;ul. Spokojna;10;(82);591-21-52;;(82);591-21-45;Wójt;Krystyna Maria;Jaśkiewicz;sosnowica@sosnowica.pl;www.sosnowica.pl;9
0614052;Końskowola;lubelskie;puławski ;GW;Urząd Gminy Końskowola;Końskowola;24-130;Końskowola;ul. Pożowska;3a;(81);881-62-01;;(81);881-62-02;Wójt;Stanisław;Gołębiowski;ugkonskowola@post.pl;www.konskowola.info.pl;9
0614062;Kurów;lubelskie;puławski ;GW;Urząd Gminy Kurów;Kurów;24-170;Kurów;ul. Lubelska;35;(81);881-11-51;;(81);881-11-51;Wójt;Stanisław;Wójcicki;kurow@lubelskie.pl;www.kurow.eu;9
0614102;Wąwolnica;lubelskie;puławski ;GW;Urząd Gminy Wąwolnica;Wąwolnica;24-160;Wąwolnica;ul. Lubelska;39;(81);882-50-01;;(81);882-50-01;Wójt;Marcin;Łaguna;gmina@wawolnica.pl;www.wawolnica.pl;9
0614112;Żyrzyn;lubelskie ;puławski ;GW;Urząd Gminy Żyrzyn;Żyrzyn;24-103;Żyrzyn;ul. Powstania Styczniowego;10;(81);881-42-26;;(81);881-42-26;Wójt;Andrzej;Bujek;ugzyrzyn@post.pl;www.zyrzyn.pl;9
0615022;Borki;lubelskie;radzyński;GW;Urząd Gminy Borki;Borki;21-345;Borki;ul. II Armii Wojska Polskiego;41;(81);857-42-08;;(81);857-42-29;Wójt;Radosław;Sałata;borki@borkiradzynskie.pl;www.borkiradzynskie.pl;9
0615042;Kąkolewnica;lubelskie;radzyński;GW;Urząd Gminy Kąkolewnica;Kąkolewnica;21-302;Kąkolewnica;ul. Lubelska;5;(83);372-80-10;;(83);372-20-49;Wójt;Zbigniew;Ładny;gmina@kakolewnica.lublin.pl;www.kakolewnica.lublin.pl;9
0615052;Komarówka Podlaska;lubelskie;radzyński;GW;Urząd Gminy Komarówka Podlaska;Komarówka Podlaska;21-311;Komarówka Podlaska;ul. Krótka;7;(83);353-50-04;;(83);353-50-43;Wójt;Ireneusz,Stanisław Demianiuk ;Demianiuk;komarowka@home.pl;www.komarowkapodlaska.pl;9
0615062;Radzyń Podlaski;lubelskie;radzyński;GW;Urząd Gminy Radzyń Podlaski;Radzyń Podlaski;21-300;Radzyń Podlaski;ul. Warszawska;32;(83);413-18-00;;(83);413-18-00;Wójt;Wiesław;Mazurek;ug@radzynpodlaski.pl;www.radzynpodlaski.pl;9
0615072;Ulan-Majorat;lubelskie;radzyński;GW;Urząd Gminy Ulan-Majorat;Ulan-Majorat;21-307;Ulan-Majorat;Ulan-Majorat;57;(83);351-80-69;;(83);351-80-69;Wójt;Jarosław;Koczkodaj;stanislawdurka@ulanmajorat.pl;www.ulanmajorat.pl;9
0615082;Wohyń;lubelskie;radzyński;GW;Urząd Gminy Wohyń;Wohyń;21-310;Wohyń;ul. Radzyńska;4;(83);353-00-03;;(83);353-00-64;Wójt;Stanisław Błażej;Jóźwik;wohyn@home.pl;www.wohyn.home.pl;9
0616022;Kłoczew;lubelskie;rycki;GW;Urząd Gminy Kłoczew;Kłoczew;08-550;Kłoczew;ul. Długa;67;(25);754-31-99;;(25);754-31-99;Wójt;Zenon;Stefanowski;gmina@kloczew.pl;http://www.kloczew.pl/;9
0616043;Ryki;lubelskie ;rycki;GMW;Urząd Miejski w Rykach;Ryki;08-500;Ryki;ul. Karola Wojtyły;29;(81);865-71-10;;(81);865-71-11;Burmistrz;Jarosław;Żaczek;ryki@ryki.pl;www.ryki.pl;9
0616052;Stężyca;lubelskie;rycki;GW;Urząd Gminy Stężyca;Stężyca;08-540;Stężyca;pl. Senatorski;1;(81);866-30-38;;(81);866-30-67;Wójt;Zbigniew Witold;Chlaściak;sekretariat@stezyca.eurzad.eu;http://www.gmina-stezyca.pl/;9
0618022;Bełżec;lubelskie;tomaszowski;GW;Urząd Gminy Bełżec;Bełżec;22-670;Bełżec;ul. Lwowska;5;(84);665-21-82;;(84);665-23-37;Wójt;Andrzej;Adamek;gmina@belzec.pl;www.belzec.pl;9
0618032;Jarczów;lubelskie;tomaszowski;GW;Urząd Gminy Jarczów;Jarczów;22-664;Jarczów;ul. 3 Maja;24;(84);663-45-22;32;(84);663-45-06;Wójt;Zdzisław;Wojnar;ug@gmina-jarczow.pl;www.gmina-jarczow.pl;9
0618052;Lubycza Królewska;lubelskie;tomaszowski;GMW;Urząd Miejski w  Lubyczy Królewskiej;Lubycza Królewska;22-680;Lubycza Królewska;ul. Kolejowa;1;(84);661-70-02;;(84);661-74-12;Burmistrz;Tomasz;Leszczyński;gmina@lubycza.pl;www.lubycza.pl;9
0618063;Łaszczów;lubelskie;tomaszowski;GMW;Urząd Miejski w Łaszczowie;Łaszczów;22-650;Łaszczów;ul. Chopina;14;(84);661-15-08;;(84);661-15-08;Burmistrz;Cezary Marian;Girgiel;sekretariat@laszczow.pl;www.laszczow.pl;9
0618072;Rachanie;lubelskie;tomaszowski;GW;Urząd Gminy Rachanie;Rachanie;22-640;Rachanie;ul. Dolna;1;(84);647-11-03;;(84);647-11-03;Wójt;Roman;Miedziak;rachanie_g@woi.lublin.pl;www.rachanie.lubelskie.pl;9
0618112;Tomaszów Lubelski;lubelskie;tomaszowski;GW;Urząd Gminy Tomaszów Lubelski;Tomaszów Lubelski;22-600;Tomaszów Lubelski;ul. 29 Listopada;9;(84);664-30-85;;(84);664-38-73;Wójt;Marzena;Czubaj-Gancarz;sekretariat@tomaszowlubelski.pl;www.tomaszowlubelski.pl;9
0618123;Tyszowce;lubelskie ;tomaszowski;GMW;Urząd Miejski w Tyszowcach;Tyszowce;22-630;Tyszowce;ul. 3 Maja;8;(84);661-93-02;;(84);661-21-29;Burmistrz;Mariusz;Zając;tyszowce@tyszowce.pl;www.tyszowce.pl;9
0618132;Ulhówek;lubelskie;tomaszowski;GW;Urząd Gminy Ulhówek;Ulhówek;22-678;Ulhówek;ul. Kościelna;1/1;(84);661-60-05;;(84);661-60-44;Wójt;Łukasz;Kłębek;gmina@ulhowek.eurzad.eu;www.ulhowek.pl;9
0619032;Hańsk;lubelskie;włodawski;GW;Urząd Gminy Hańsk;Hańsk;22-235;Hańsk Pierwszy;ul. Osiedlowa;4;(82);571-40-29;;(82);571-44-61;Wójt;Marek;Kopieniak;gmina@hansk.pl;www.hansk.pl;9
0619052;Urszulin;lubelskie;włodawski;GW;Urząd Gminy Urszulin;Urszulin;22-234;Urszulin;ul. Kwiatowa;35;(82);571-30-24;;(82);571-30-01;p.o. Wójt;Tomasz;Antoniuk;sekretariat@urszulin.eu;www.ug.urszulin.eu;9
0619072;Wola Uhruska;lubelskie;włodawski;GW;Urząd Gminy Wola Uhruska;Wola Uhruska;22-230;Wola Uhruska;ul. Parkowa;5;(82);591-50-03;;(82);591-50-03;Wójt;Jan;Łukasik;wolauhruska@lubelskie.pl;www.wolauhruska.pl;9
0619082;Wyryki;lubelskie;włodawski;GW;Urząd Gminy Wyryki;Wyryki;22-205;Wyryki;Wyryki;154;(82);591-30-03;22;(82);591-30-03;Wójt;Andrzej;Ćwirta;sekretariat@wyryki.eu;http://www.wyryki.bip.mbnet.pl/;9
0620012;Adamów;lubelskie;zamojski;GW;Urząd Gminy Adamów;Adamów;22-442;Adamów;Adamów;11b;(84);618-61-02;;(84);618-61-19;Wójt;Dariusz;Szykuła;poczta@adamow.gmina.pl;www.adamow.gmina.pl;9
0620022;Grabowiec;lubelskie;zamojski;GW;Urząd Gminy Grabowiec;Grabowiec;22-425;Grabowiec;Rynek;3;(84);651-24-74;wew. 39 kom. 502646294;(84);651-24-74;Wójt;Waldemar;Greniuk;gmina@grabowiec.pl;www.grabowiec.pl;9
0620032;Komarów-Osada;lubelskie;zamojski;GW;Urząd Gminy Komarów-Osada;Komarów-Osada;22-435;Komarów-Osada;ul. Rynek;15;(84);615-31-02;;(84);615-31-85;Wójt;Wiesława;Sieńkowska;poczta@komarow.pl;www.komarow.pl;9
0620043;Krasnobród;lubelskie ;zamojski;GMW;Urząd Miejski w Krasnobrodzie;Krasnobród;22-440;Krasnobród;ul. 3-go Maja;36;(84);660-76-91;;(84);660-76-91;Burmistrz;Kazimierz;Misztal;um@krasnobrod.pl;www.krasnobrod.pl;9
0620052;Łabunie;lubelskie;zamojski;GW;Urząd Gminy Łabunie;Łabunie;22-437;Łabunie;ul. Zamojska;50;(84);611-30-19;;(84);611-30-19;Wójt;Antoni Wojciech;Turczyn;uglabunie@labunie.com.pl;www.labunie.com.pl;9
0620062;Miączyn;lubelskie;zamojski;GW;Urząd Gminy Miączyn;Miączyn;22-455;Miączyn;Miączyn;107;(84);618-00-05;;(84);618-00-05;Wójt;Ryszard;Borowski;gmina@miaczyn.eurzad.eu;www.miaczyn.pl;9
0620072;Nielisz;lubelskie;zamojski;GW;Urząd Gminy Nielisz;Nielisz;22-413;Nielisz;Nielisz;;(84);631-27-27;;(84);631-27-15;Wójt;Adam;Wal;ugnielisz@mbnet.pl;www.nielisz.pl;9
0620082;Radecznica;lubelskie;zamojski;GW;Urząd Gminy Radecznica;Radecznica;22-463;Radecznica;ul. Prusa;21;(84);681-80-01;;(84);681-80-41;Wójt;Edward;Polak;radecznica@mbnet.pl;www.ug.radecznica.bip-gov.info.pl;9
0620092;Sitno;lubelskie;zamojski;GW;Urząd Gminy Sitno;Sitno;22-424;Sitno;Sitno;73;(84);611-23-27;;(84);611-23-08;Wójt;Marian;Bernat;ugsitno@sitno.gmina.pl;www.gmina.sitno.pl;9
0620102;Skierbieszów;lubelskie;zamojski;GW;Urząd Gminy Skierbieszów;Skierbieszów;22-420;Skierbieszów;Rynek;1;(84);621-36-08;;(84);621-36-08;Wójt;Stanisław;Sokal;skierbieszow@zgwrp.org.pl;www.skierbieszow.com.pl;9
0620112;Stary Zamość;lubelskie;zamojski;GW;Urząd Gminy Stary Zamość;Stary Zamość;22-417;Stary Zamość;Stary Zamość;6;(84);616-42-31;;(84);616-32-24;Wójt;Waldemar;Raczyński;gmina@staryzamosc.pl;www.staryzamosc.pl;9
0620122;Sułów;lubelskie;zamojski;GW;Urząd Gminy Sułów;Sułów;22-448;Sułów;Sułów;63;(84);682-62-02;;(84);682-62-27;Wójt;Leon;Bulak;ug@sulow.pl;www.sulow.pl;9
0620133;Szczebrzeszyn;lubelskie ;zamojski;GMW;Urząd Miejski w Szczebrzeszynie;Szczebrzeszyn;22-460;Szczebrzeszyn;pl. T. Kościuszki;1;(84);682-10-95;;(84);682-10-30;Burmistrz;Marian;Mazur;um@szczebrzeszyn.pl;www.szczebrzeszyn.pl;9
0620142;Zamość;lubelskie;zamojski;GW;Urząd Gminy Zamość;Zamość;22-400;Zamość;ul. Peowiaków;92;(84);639-10-87;;(84);6391037 w.58;Wójt;Ryszard Mieczysław;Gliwiński;gmina@zamosc.pl;www.gminazamosc.pl;9
0620153;Zwierzyniec;lubelskie ;zamojski;GMW;Urząd Miejski w Zwierzyńcu;Zwierzyniec;22-470;Zwierzyniec;Rynek;1;(84);687-20-11;;(74);687-20-11;Burmistrz;Jan;Skiba;um@zwierzyniec.info.pl;www.zwierzyniec.info.pl;9
1002052;Krzyżanów;łódzkie;kutnowski;GW;Urząd Gminy Krzyżanów;Krzyżanów;99-314;Krzyżanów;Krzyżanów;10;(24);356-29-02;;(24);356-29-00;Wójt;Tomasz;Jakubowski;krzyzanow1@wp.pl;http://www.ugkrzyzanow.bip.org.pl/;9
1003042;Widawa;łódzkie;łaski;GW;Urząd Gminy Widawa;Widawa;98-170;Widawa;ul. Rynek Kościuszki;10;(43);672-10-34;35;(43);672-10-34;Wójt;Michał;Włodarczyk;poczta@widawa.pl;www.widawa.pl;9
1004042;Grabów;łódzkie;łęczycki;GW;Urząd Gminy Grabów;Grabów;99-150;Grabów;ul. 1 Maja;21;(63);273-41-21;;(63);219-10-52;Wójt;Tomasz;Pietrzak;grabow@grabow.com.pl;www.grabow.com.pl;9
